mesh_code,ward_code,ward_ja,lat,lon,night_pop,day_pop,day_resident,inflow_work,inflow_school
5339357241,13112,世田谷区,35.646875,139.6578125,1408,790,405,203,182
5339357242,13112,世田谷区,35.646875,139.66093750000002,1243,722,337,203,182
5339357243,13112,世田谷区,35.64895833333333,139.6578125,1131,684,300,203,181
5339357244,13112,世田谷区,35.64895833333333,139.66093750000002,1390,829,445,202,182
5339357311,13112,世田谷区,35.64270833333333,139.6640625,2070,935,566,369,0
5339357312,13112,世田谷区,35.64270833333333,139.6671875,1531,730,360,370,0
5339357313,13112,世田谷区,35.64479166666666,139.6640625,1398,720,351,369,0
5339357314,13112,世田谷区,35.64479166666666,139.6671875,1002,619,250,369,0
5339357321,13112,世田谷区,35.64270833333333,139.6703125,1030,4482,266,3559,657
5339357322,13112,世田谷区,35.64270833333333,139.6734375,1326,4528,314,3558,656
5339357323,13112,世田谷区,35.64479166666666,139.6703125,710,4378,164,3558,656
5339357324,13112,世田谷区,35.64479166666666,139.6734375,1029,4463,248,3559,656
5339357331,13112,世田谷区,35.646875,139.6640625,1152,748,362,188,198
5339357332,13112,世田谷区,35.646875,139.6671875,1360,741,355,188,198
5339357333,13112,世田谷区,35.64895833333333,139.6640625,1308,782,398,187,197
5339357334,13112,世田谷区,35.64895833333333,139.6671875,1455,791,405,188,198
5339357341,13112,世田谷区,35.646875,139.6703125,1322,627,321,306,0
5339357342,13112,世田谷区,35.646875,139.6734375,1372,685,380,305,0
5339357343,13112,世田谷区,35.64895833333333,139.6703125,1332,687,382,305,0
5339357344,13112,世田谷区,35.64895833333333,139.6734375,1327,709,404,305,0
5339357411,13112,世田谷区,35.64270833333333,139.67656250000002,397,3726,224,576,2926
5339357412,13112,世田谷区,35.64270833333333,139.67968750000003,1028,3914,414,576,2924
5339357413,13112,世田谷区,35.64479166666666,139.67656250000002,377,3571,70,576,2925
5339357414,13112,世田谷区,35.64479166666666,139.67968750000003,746,3631,130,576,2925
5339357421,13112,世田谷区,35.64270833333333,139.6828125,174,738,12,697,29
5339357422,13110,目黒区,35.64270833333333,139.68593750000002,928,969,243,697,29
5339357423,13112,世田谷区,35.64479166666666,139.6828125,541,832,106,696,30
5339357424,13110,目黒区,35.64479166666666,139.68593750000002,1671,1057,330,698,29
5339357431,13112,世田谷区,35.646875,139.67656250000002,1262,1434,259,786,389
5339357432,13112,世田谷区,35.646875,139.67968750000003,1125,1451,276,786,389
