mesh_code,ward_ja,lat,lon,pop_total,hh_general,hh_single,hh_single_20s,hh_elderly_single,hh_with_under6,hh_in_housing,hh_owned,hh_private_rent,hh_public_rent,hh_detached,hh_apartment,hh_apt_15plus_bldg
5339353414,目黒区,35.61145833333333,139.67968750000003,1320,616,257.0,42.0,78.0,53.0,614.0,396.0,198.0,0.0,165.0,426.0,0.0
5339353421,目黒区,35.609375,139.6828125,1568,844,461.0,140.0,98.0,52.0,843.0,406.0,399.0,0.0,326.0,492.0,0.0
5339353422,大田区,35.609375,139.68593750000002,1545,1018,720.0,226.0,78.0,20.0,1013.0,259.0,682.0,0.0,205.0,793.0,0.0
5339353423,目黒区,35.61145833333333,139.6828125,1440,716,333.0,74.0,92.0,36.0,716.0,368.0,316.0,0.0,339.0,341.0,0.0
5339353424,大田区,35.61145833333333,139.68593750000002,1632,966,581.0,152.0,100.0,38.0,958.0,364.0,541.0,0.0,312.0,621.0,0.0
5339353431,目黒区,35.61354166666667,139.67656250000002,1220,733,437.0,90.0,68.0,45.0,732.0,232.0,418.0,0.0,91.0,629.0,0.0
5339353432,目黒区,35.61354166666667,139.67968750000003,1506,848,466.0,96.0,99.0,47.0,842.0,401.0,411.0,0.0,175.0,641.0,0.0
5339353433,目黒区,35.615625,139.67656250000002,1642,1013,613.0,117.0,111.0,68.0,1012.0,388.0,572.0,0.0,93.0,889.0,0.0
5339353434,目黒区,35.615625,139.67968750000003,1339,678,344.0,95.0,64.0,54.0,678.0,295.0,338.0,0.0,283.0,381.0,0.0
5339353441,目黒区,35.61354166666667,139.6828125,1586,829,444.0,121.0,84.0,42.0,823.0,346.0,432.0,0.0,316.0,469.0,0.0
5339353442,目黒区,35.61354166666667,139.68593750000002,1350,748,421.0,140.0,70.0,47.0,748.0,282.0,431.0,0.0,212.0,528.0,0.0
5339353443,目黒区,35.615625,139.6828125,1279,655,321.0,85.0,42.0,54.0,649.0,271.0,343.0,0.0,181.0,455.0,0.0
5339353444,目黒区,35.615625,139.68593750000002,1576,755,350.0,112.0,53.0,68.0,753.0,329.0,376.0,0.0,306.0,422.0,0.0
5339353511,大田区,35.609375,139.6890625,841,403,169.0,43.0,34.0,36.0,402.0,207.0,178.0,0.0,227.0,162.0,0.0
5339353512,大田区,35.609375,139.69218750000002,1261,776,484.0,128.0,57.0,46.0,776.0,244.0,497.0,0.0,181.0,586.0,0.0
5339353513,目黒区,35.61145833333333,139.6890625,1444,701,299.0,61.0,62.0,63.0,696.0,417.0,243.0,0.0,201.0,488.0,0.0
5339353514,目黒区,35.61145833333333,139.69218750000002,1039,567,281.0,44.0,63.0,23.0,566.0,323.0,222.0,0.0,239.0,317.0,0.0
5339353521,目黒区,35.609375,139.6953125,1128,607,316.0,63.0,76.0,44.0,602.0,289.0,280.0,0.0,134.0,463.0,0.0
5339353522,品川区,35.609375,139.6984375,907,401,136.0,19.0,33.0,30.0,400.0,237.0,133.0,0.0,266.0,131.0,0.0
5339353523,目黒区,35.61145833333333,139.6953125,1124,611,314.0,53.0,88.0,36.0,608.0,300.0,281.0,0.0,250.0,350.0,0.0
5339353524,品川区,35.61145833333333,139.6984375,1072,480,196.0,40.0,48.0,44.0,473.0,267.0,179.0,0.0,267.0,198.0,0.0
5339353531,目黒区,35.61354166666667,139.6890625,1060,598,340.0,60.0,77.0,35.0,598.0,180.0,290.0,40.0,181.0,395.0,0.0
5339353532,目黒区,35.61354166666667,139.69218750000002,1302,670,310.0,72.0,79.0,51.0,668.0,298.0,345.0,0.0,281.0,363.0,0.0
5339353533,目黒区,35.615625,139.6890625,1577,706,257.0,55.0,84.0,75.0,706.0,399.0,228.0,65.0,302.0,389.0,0.0
5339353534,目黒区,35.615625,139.69218750000002,1751,862,360.0,82.0,118.0,73.0,859.0,450.0,376.0,0.0,270.0,571.0,0.0
5339353541,目黒区,35.61354166666667,139.6953125,1306,734,414.0,70.0,95.0,30.0,733.0,325.0,381.0,0.0,317.0,402.0,0.0
5339353542,品川区,35.61354166666667,139.6984375,2377,1458,921.0,180.0,183.0,85.0,1456.0,415.0,974.0,0.0,332.0,1106.0,0.0
5339353543,目黒区,35.615625,139.6953125,1669,949,526.0,135.0,105.0,53.0,948.0,328.0,575.0,0.0,306.0,640.0,0.0
5339353544,品川区,35.615625,139.6984375,1791,1135,750.0,182.0,97.0,59.0,1115.0,330.0,699.0,0.0,162.0,952.0,0.0
5339353611,品川区,35.609375,139.7015625,824,400,182.0,35.0,39.0,24.0,396.0,215.0,163.0,0.0,199.0,197.0,0.0
5339353612,品川区,35.609375,139.7046875,831,529,359.0,124.0,45.0,20.0,525.0,139.0,354.0,0.0,111.0,405.0,0.0
5339353613,品川区,35.61145833333333,139.7015625,1810,915,446.0,70.0,124.0,72.0,913.0,445.0,393.0,27.0,354.0,555.0,0.0
5339353614,品川区,35.61145833333333,139.7046875,2069,1152,677.0,153.0,79.0,82.0,1147.0,442.0,642.0,0.0,196.0,945.0,0.0
5339353621,品川区,35.609375,139.7078125,1967,1031,543.0,104.0,97.0,102.0,1028.0,414.0,559.0,0.0,317.0,702.0,0.0
5339353622,品川区,35.609375,139.7109375,1888,1098,643.0,122.0,98.0,73.0,1083.0,379.0,598.0,0.0,243.0,839.0,0.0
5339353623,品川区,35.61145833333333,139.7078125,1726,985,595.0,130.0,109.0,61.0,982.0,380.0,544.0,0.0,338.0,632.0,0.0
5339353624,品川区,35.61145833333333,139.7109375,2163,1174,663.0,118.0,143.0,115.0,1172.0,508.0,598.0,2.0,274.0,895.0,0.0
5339353631,品川区,35.61354166666667,139.7015625,2324,1349,833.0,164.0,147.0,87.0,1347.0,635.0,662.0,0.0,316.0,1022.0,0.0
5339353632,品川区,35.61354166666667,139.7046875,1971,1209,775.0,191.0,110.0,69.0,1209.0,383.0,732.0,0.0,285.0,922.0,0.0
5339353633,品川区,35.615625,139.7015625,1786,1066,673.0,176.0,98.0,67.0,1064.0,299.0,716.0,0.0,249.0,804.0,0.0
5339353634,品川区,35.615625,139.7046875,1644,898,523.0,113.0,80.0,45.0,898.0,392.0,459.0,0.0,313.0,562.0,0.0
5339353641,品川区,35.61354166666667,139.7078125,1894,1157,749.0,191.0,107.0,64.0,1131.0,422.0,659.0,0.0,235.0,890.0,0.0
5339353642,品川区,35.61354166666667,139.7109375,2142,1177,677.0,132.0,151.0,63.0,1131.0,430.0,574.0,84.0,227.0,896.0,0.0
5339353643,品川区,35.615625,139.7078125,2530,1389,745.0,117.0,119.0,119.0,1389.0,663.0,612.0,20.0,155.0,1228.0,0.0
5339353644,品川区,35.615625,139.7109375,1850,1068,609.0,127.0,105.0,50.0,1056.0,428.0,580.0,0.0,213.0,842.0,85.0
5339353711,品川区,35.609375,139.7140625,2230,1296,758.0,130.0,138.0,75.0,1293.0,574.0,637.0,0.0,338.0,950.0,0.0
5339353712,品川区,35.609375,139.71718750000002,1599,906,506.0,82.0,111.0,47.0,899.0,319.0,513.0,0.0,228.0,666.0,0.0
5339353713,品川区,35.61145833333333,139.7140625,2206,1306,807.0,170.0,111.0,88.0,1290.0,453.0,715.0,0.0,227.0,1062.0,0.0
5339353714,品川区,35.61145833333333,139.71718750000002,2228,1326,826.0,174.0,115.0,85.0,1321.0,435.0,800.0,0.0,292.0,1026.0,130.0
5339353721,品川区,35.609375,139.7203125,945,509,282.0,52.0,46.0,44.0,507.0,164.0,306.0,0.0,104.0,402.0,6.0
5339353722,品川区,35.609375,139.72343750000002,1443,792,427.0,84.0,100.0,58.0,791.0,308.0,432.0,0.0,258.0,530.0,0.0
5339353723,品川区,35.61145833333333,139.7203125,1048,564,306.0,72.0,70.0,50.0,557.0,250.0,261.0,0.0,175.0,379.0,41.0
5339353724,品川区,35.61145833333333,139.72343750000002,1752,855,367.0,59.0,103.0,79.0,853.0,426.0,355.0,0.0,330.0,522.0,0.0
5339353731,品川区,35.61354166666667,139.7140625,1881,1146,728.0,152.0,130.0,73.0,1145.0,451.0,622.0,0.0,270.0,863.0,67.0
5339353732,品川区,35.61354166666667,139.71718750000002,2159,1277,787.0,157.0,125.0,74.0,1271.0,398.0,762.0,0.0,336.0,932.0,4.0
5339353733,品川区,35.615625,139.7140625,1678,959,532.0,90.0,126.0,62.0,957.0,298.0,614.0,0.0,187.0,765.0,0.0
5339353734,品川区,35.615625,139.71718750000002,2061,1362,957.0,182.0,128.0,45.0,1353.0,292.0,964.0,0.0,170.0,1182.0,104.0
5339353741,品川区,35.61354166666667,139.7203125,1757,1013,600.0,96.0,150.0,44.0,990.0,393.0,520.0,0.0,343.0,640.0,0.0
5339353742,品川区,35.61354166666667,139.72343750000002,2134,1176,645.0,126.0,112.0,68.0,1172.0,552.0,558.0,0.0,441.0,728.0,50.0
5339353743,品川区,35.615625,139.7203125,1958,1267,866.0,168.0,139.0,51.0,1265.0,344.0,833.0,0.0,314.0,947.0,0.0
5339353744,品川区,35.615625,139.72343750000002,1368,748,427.0,97.0,83.0,54.0,736.0,273.0,376.0,0.0,238.0,481.0,0.0
5339353811,品川区,35.609375,139.7265625,649,364,212.0,27.0,55.0,20.0,363.0,157.0,187.0,2.0,147.0,212.0,0.0
5339353812,品川区,35.609375,139.7296875,700,332,151.0,29.0,21.0,18.0,329.0,65.0,140.0,120.0,55.0,274.0,120.0
5339353813,品川区,35.61145833333333,139.7265625,1949,1043,561.0,126.0,112.0,67.0,1039.0,466.0,513.0,0.0,439.0,595.0,0.0
5339353814,品川区,35.61145833333333,139.7296875,1681,853,430.0,67.0,89.0,57.0,850.0,468.0,333.0,19.0,382.0,464.0,0.0
5339353822,品川区,35.609375,139.7359375,1181,810,582.0,113.0,77.0,30.0,810.0,162.0,602.0,0.0,137.0,656.0,0.0
5339353824,品川区,35.61145833333333,139.7359375,905,537,341.0,93.0,32.0,43.0,506.0,139.0,313.0,0.0,114.0,392.0,0.0
5339353831,品川区,35.61354166666667,139.7265625,2101,1272,806.0,193.0,124.0,75.0,1269.0,352.0,797.0,0.0,345.0,913.0,0.0
5339353832,品川区,35.61354166666667,139.7296875,1580,964,614.0,126.0,69.0,57.0,909.0,252.0,575.0,0.0,167.0,741.0,408.0
5339353833,品川区,35.615625,139.7265625,2737,1489,786.0,146.0,116.0,120.0,1484.0,860.0,547.0,0.0,276.0,1206.0,605.0
5339353834,品川区,35.615625,139.7296875,1049,591,325.0,53.0,47.0,58.0,575.0,238.0,310.0,0.0,121.0,454.0,78.0
5339353841,品川区,35.61354166666667,139.7328125,141,67,30.0,8.0,4.0,5.0,64.0,37.0,22.0,0.0,10.0,54.0,0.0
5339353842,品川区,35.61354166666667,139.7359375,835,479,309.0,68.0,42.0,34.0,462.0,212.0,221.0,0.0,107.0,353.0,0.0
5339353844,品川区,35.615625,139.7359375,11,11,,,,,,,,,,,
5339353911,品川区,35.609375,139.73906250000002,1998,1106,579.0,69.0,134.0,66.0,1104.0,657.0,404.0,0.0,190.0,901.0,0.0
5339353912,品川区,35.609375,139.74218750000003,1601,923,540.0,92.0,113.0,48.0,923.0,467.0,389.0,0.0,140.0,777.0,102.0
5339353913,品川区,35.61145833333333,139.73906250000002,1703,1097,807.0,215.0,77.0,54.0,1070.0,245.0,664.0,0.0,169.0,895.0,0.0
5339353914,品川区,35.61145833333333,139.74218750000003,1291,810,530.0,106.0,83.0,43.0,800.0,294.0,419.0,0.0,118.0,680.0,38.0
5339353921,品川区,35.609375,139.7453125,3585,1699,676.0,129.0,105.0,384.0,1685.0,1161.0,366.0,0.0,50.0,1630.0,687.0
5339353922,品川区,35.609375,139.74843750000002,1031,547,250.0,34.0,33.0,72.0,545.0,51.0,236.0,155.0,0.0,545.0,430.0
5339353923,品川区,35.61145833333333,139.7453125,1768,964,525.0,120.0,75.0,50.0,973.0,460.0,354.0,0.0,49.0,920.0,0.0
5339353924,品川区,35.61145833333333,139.74843750000002,13,10,,,,,,,,,,,
5339353931,品川区,35.61354166666667,139.73906250000002,1950,1229,818.0,157.0,152.0,58.0,1221.0,328.0,733.0,61.0,277.0,941.0,0.0
5339353932,品川区,35.61354166666667,139.74218750000003,996,672,475.0,74.0,74.0,25.0,672.0,211.0,415.0,0.0,154.0,516.0,0.0
5339353933,品川区,35.615625,139.73906250000002,1364,605,273.0,54.0,28.0,104.0,594.0,224.0,295.0,0.0,39.0,550.0,146.0
5339353934,品川区,35.615625,139.74218750000003,839,505,312.0,68.0,58.0,20.0,503.0,180.0,266.0,0.0,156.0,347.0,72.0
5339353941,品川区,35.61354166666667,139.7453125,2962,1621,887.0,229.0,138.0,98.0,1537.0,755.0,604.0,0.0,84.0,1448.0,0.0
5339353942,品川区,35.61354166666667,139.74843750000002,2087,951,341.0,17.0,194.0,79.0,948.0,423.0,149.0,341.0,7.0,940.0,0.0
5339353943,品川区,35.615625,139.7453125,2050,1021,503.0,80.0,104.0,74.0,1014.0,559.0,369.0,0.0,119.0,894.0,0.0
5339353944,品川区,35.615625,139.74843750000002,3263,1452,479.0,45.0,72.0,168.0,1449.0,953.0,408.0,0.0,0.0,1449.0,867.0
5339354011,世田谷区,35.61770833333333,139.6265625,1461,704,346.0,69.0,104.0,53.0,691.0,385.0,179.0,91.0,167.0,523.0,0.0
5339354012,世田谷区,35.61770833333333,139.62968750000002,853,386,119.0,16.0,50.0,27.0,385.0,309.0,58.0,0.0,58.0,324.0,0.0
5339354013,世田谷区,35.619791666666664,139.6265625,544,216,63.0,7.0,20.0,16.0,213.0,135.0,62.0,0.0,129.0,77.0,0.0
5339354014,世田谷区,35.619791666666664,139.62968750000002,1488,701,291.0,70.0,43.0,86.0,698.0,377.0,286.0,0.0,131.0,562.0,0.0
5339354021,世田谷区,35.61770833333333,139.6328125,535,211,43.0,6.0,23.0,20.0,210.0,169.0,39.0,0.0,167.0,38.0,0.0
5339354022,世田谷区,35.61770833333333,139.6359375,1186,570,250.0,61.0,66.0,63.0,568.0,307.0,230.0,16.0,158.0,405.0,0.0
5339354023,世田谷区,35.619791666666664,139.6328125,1598,820,419.0,132.0,69.0,61.0,808.0,383.0,373.0,0.0,223.0,572.0,0.0
5339354024,世田谷区,35.619791666666664,139.6359375,1524,687,279.0,61.0,83.0,58.0,684.0,419.0,229.0,0.0,239.0,442.0,0.0
5339354031,世田谷区,35.621875,139.6265625,859,368,108.0,12.0,51.0,45.0,367.0,244.0,106.0,0.0,226.0,132.0,0.0
5339354032,世田谷区,35.621875,139.62968750000002,1620,1003,646.0,201.0,83.0,58.0,992.0,341.0,597.0,0.0,116.0,865.0,0.0
5339354033,世田谷区,35.623958333333334,139.6265625,784,351,120.0,13.0,47.0,31.0,351.0,247.0,88.0,0.0,183.0,163.0,11.0
5339354034,世田谷区,35.623958333333334,139.62968750000002,1270,658,331.0,63.0,83.0,42.0,652.0,277.0,328.0,16.0,180.0,458.0,0.0
5339354041,世田谷区,35.621875,139.6328125,1359,803,466.0,103.0,69.0,44.0,799.0,276.0,469.0,3.0,115.0,676.0,0.0
5339354042,世田谷区,35.621875,139.6359375,1198,537,194.0,47.0,42.0,71.0,536.0,201.0,317.0,0.0,126.0,400.0,0.0
5339354043,世田谷区,35.623958333333334,139.6328125,1224,709,418.0,96.0,83.0,36.0,692.0,286.0,347.0,28.0,152.0,534.0,0.0
5339354044,世田谷区,35.623958333333334,139.6359375,1309,685,325.0,88.0,56.0,45.0,681.0,380.0,243.0,11.0,42.0,636.0,0.0
5339354111,世田谷区,35.61770833333333,139.6390625,1025,523,241.0,36.0,73.0,24.0,523.0,305.0,179.0,12.0,203.0,311.0,0.0
5339354112,世田谷区,35.61770833333333,139.6421875,1041,454,160.0,28.0,54.0,38.0,448.0,288.0,141.0,0.0,254.0,186.0,0.0
5339354113,世田谷区,35.619791666666664,139.6390625,1336,635,266.0,68.0,72.0,43.0,626.0,377.0,229.0,0.0,273.0,342.0,0.0
5339354114,世田谷区,35.619791666666664,139.6421875,1161,548,230.0,28.0,94.0,37.0,548.0,344.0,168.0,0.0,309.0,230.0,0.0
5339354121,世田谷区,35.61770833333333,139.6453125,610,245,76.0,9.0,41.0,28.0,245.0,152.0,76.0,14.0,133.0,107.0,0.0
5339354122,世田谷区,35.61770833333333,139.6484375,394,170,59.0,7.0,15.0,9.0,170.0,105.0,58.0,0.0,105.0,56.0,0.0
5339354123,世田谷区,35.619791666666664,139.6453125,904,398,135.0,24.0,55.0,32.0,397.0,279.0,106.0,0.0,242.0,146.0,0.0
5339354124,世田谷区,35.619791666666664,139.6484375,838,369,118.0,30.0,36.0,21.0,368.0,222.0,129.0,0.0,184.0,175.0,0.0
5339354131,世田谷区,35.621875,139.6390625,1354,587,203.0,50.0,41.0,72.0,585.0,385.0,177.0,0.0,113.0,467.0,0.0
5339354132,世田谷区,35.621875,139.6421875,1331,331,92.0,14.0,25.0,60.0,320.0,204.0,100.0,0.0,129.0,191.0,0.0
5339354133,世田谷区,35.623958333333334,139.6390625,1097,528,235.0,44.0,25.0,63.0,527.0,285.0,189.0,0.0,33.0,490.0,0.0
5339354134,世田谷区,35.623958333333334,139.6421875,753,283,61.0,8.0,21.0,46.0,280.0,183.0,80.0,0.0,136.0,138.0,0.0
5339354141,世田谷区,35.621875,139.6453125,744,324,93.0,16.0,27.0,34.0,308.0,254.0,8.0,0.0,152.0,156.0,0.0
5339354142,世田谷区,35.621875,139.6484375,803,378,164.0,28.0,21.0,50.0,295.0,108.0,148.0,0.0,94.0,199.0,0.0
5339354143,世田谷区,35.623958333333334,139.6453125,810,303,83.0,11.0,31.0,21.0,300.0,194.0,76.0,0.0,202.0,77.0,0.0
5339354144,世田谷区,35.623958333333334,139.6484375,627,258,84.0,20.0,30.0,41.0,254.0,134.0,65.0,0.0,128.0,117.0,0.0
5339354211,世田谷区,35.61770833333333,139.6515625,1679,743,266.0,37.0,84.0,69.0,743.0,483.0,227.0,0.0,215.0,525.0,0.0
5339354212,世田谷区,35.61770833333333,139.65468750000002,1047,456,159.0,30.0,60.0,35.0,454.0,240.0,132.0,67.0,170.0,271.0,0.0
5339354213,世田谷区,35.619791666666664,139.6515625,1297,533,227.0,61.0,69.0,42.0,490.0,312.0,152.0,0.0,224.0,251.0,0.0
5339354214,世田谷区,35.619791666666664,139.65468750000002,1066,466,158.0,19.0,57.0,42.0,465.0,326.0,124.0,0.0,182.0,282.0,0.0
5339354221,世田谷区,35.61770833333333,139.6578125,1193,538,202.0,22.0,72.0,42.0,535.0,360.0,138.0,0.0,268.0,266.0,0.0
5339354222,世田谷区,35.61770833333333,139.66093750000002,944,432,173.0,27.0,57.0,46.0,430.0,222.0,179.0,0.0,201.0,218.0,0.0
5339354223,世田谷区,35.619791666666664,139.6578125,300,119,38.0,4.0,13.0,7.0,118.0,80.0,31.0,0.0,72.0,38.0,0.0
5339354224,世田谷区,35.619791666666664,139.66093750000002,1108,459,110.0,15.0,50.0,37.0,458.0,277.0,164.0,0.0,153.0,289.0,0.0
5339354231,世田谷区,35.621875,139.6515625,765,336,123.0,24.0,31.0,31.0,335.0,146.0,162.0,0.0,131.0,201.0,0.0
5339354232,世田谷区,35.621875,139.65468750000002,999,490,214.0,53.0,62.0,51.0,487.0,189.0,263.0,0.0,143.0,332.0,0.0
5339354233,世田谷区,35.623958333333334,139.6515625,754,349,139.0,23.0,40.0,17.0,347.0,212.0,118.0,0.0,154.0,182.0,0.0
5339354234,世田谷区,35.623958333333334,139.65468750000002,865,411,167.0,25.0,36.0,35.0,408.0,231.0,152.0,0.0,168.0,229.0,0.0
5339354241,世田谷区,35.621875,139.6578125,857,362,120.0,19.0,30.0,43.0,359.0,152.0,192.0,0.0,127.0,215.0,0.0
5339354242,世田谷区,35.621875,139.66093750000002,773,334,98.0,13.0,42.0,32.0,333.0,251.0,68.0,0.0,116.0,209.0,0.0
5339354243,世田谷区,35.623958333333334,139.6578125,1055,497,193.0,48.0,63.0,39.0,492.0,330.0,136.0,0.0,208.0,276.0,0.0
5339354244,世田谷区,35.623958333333334,139.66093750000002,119,61,29.0,6.0,2.0,4.0,61.0,18.0,40.0,0.0,2.0,57.0,0.0
5339354311,世田谷区,35.61770833333333,139.6640625,935,390,116.0,16.0,36.0,45.0,389.0,232.0,130.0,0.0,239.0,127.0,0.0
5339354312,目黒区,35.61770833333333,139.6671875,1163,534,202.0,32.0,55.0,31.0,531.0,292.0,222.0,0.0,293.0,204.0,0.0
5339354313,世田谷区,35.619791666666664,139.6640625,1795,675,173.0,16.0,63.0,59.0,672.0,420.0,219.0,0.0,124.0,539.0,48.0
5339354314,目黒区,35.619791666666664,139.6671875,1374,594,194.0,25.0,60.0,58.0,589.0,369.0,181.0,0.0,164.0,404.0,0.0
5339354321,目黒区,35.61770833333333,139.6703125,974,471,216.0,44.0,45.0,33.0,468.0,228.0,212.0,0.0,183.0,258.0,0.0
5339354322,目黒区,35.61770833333333,139.6734375,1906,1187,747.0,156.0,118.0,57.0,1179.0,437.0,675.0,0.0,156.0,1000.0,0.0
5339354323,目黒区,35.619791666666664,139.6703125,883,396,146.0,24.0,37.0,41.0,395.0,185.0,196.0,0.0,154.0,222.0,0.0
5339354324,目黒区,35.619791666666664,139.6734375,1004,513,270.0,53.0,88.0,36.0,510.0,171.0,186.0,131.0,120.0,375.0,0.0
5339354331,世田谷区,35.621875,139.6640625,1034,430,109.0,7.0,41.0,39.0,430.0,363.0,44.0,0.0,31.0,399.0,115.0
5339354332,目黒区,35.621875,139.6671875,1338,591,217.0,38.0,51.0,64.0,575.0,333.0,213.0,0.0,136.0,400.0,0.0
5339354333,目黒区,35.623958333333334,139.6640625,112,48,15.0,1.0,5.0,3.0,48.0,29.0,18.0,0.0,26.0,18.0,0.0
5339354334,目黒区,35.623958333333334,139.6671875,776,353,123.0,17.0,38.0,29.0,352.0,159.0,146.0,32.0,135.0,195.0,0.0
5339354341,目黒区,35.621875,139.6703125,830,372,127.0,49.0,27.0,36.0,336.0,170.0,118.0,0.0,153.0,151.0,0.0
5339354342,目黒区,35.621875,139.6734375,902,469,218.0,28.0,61.0,23.0,468.0,163.0,160.0,128.0,141.0,290.0,0.0
5339354343,目黒区,35.623958333333334,139.6703125,721,323,118.0,17.0,36.0,23.0,321.0,214.0,90.0,0.0,181.0,91.0,0.0
5339354344,目黒区,35.623958333333334,139.6734375,992,425,130.0,23.0,34.0,34.0,423.0,307.0,101.0,0.0,226.0,176.0,0.0
5339354411,目黒区,35.61770833333333,139.67656250000002,1426,931,630.0,103.0,97.0,44.0,929.0,303.0,569.0,0.0,70.0,852.0,0.0
5339354412,目黒区,35.61770833333333,139.67968750000003,1026,544,281.0,53.0,70.0,25.0,544.0,219.0,278.0,20.0,201.0,330.0,0.0
5339354413,目黒区,35.619791666666664,139.67656250000002,1557,796,385.0,60.0,91.0,74.0,795.0,378.0,360.0,12.0,197.0,556.0,0.0
5339354414,目黒区,35.619791666666664,139.67968750000003,1315,728,364.0,67.0,57.0,56.0,715.0,286.0,390.0,2.0,92.0,610.0,0.0
5339354421,目黒区,35.61770833333333,139.6828125,1191,623,326.0,53.0,42.0,46.0,611.0,322.0,165.0,5.0,129.0,471.0,0.0
5339354422,目黒区,35.61770833333333,139.68593750000002,910,414,177.0,32.0,39.0,31.0,414.0,248.0,152.0,0.0,153.0,255.0,0.0
5339354423,目黒区,35.619791666666664,139.6828125,885,455,222.0,47.0,63.0,40.0,449.0,231.0,174.0,13.0,125.0,318.0,0.0
5339354424,目黒区,35.619791666666664,139.68593750000002,1133,481,138.0,9.0,50.0,54.0,479.0,340.0,113.0,0.0,114.0,361.0,0.0
5339354431,目黒区,35.621875,139.67656250000002,997,486,203.0,37.0,57.0,32.0,486.0,286.0,178.0,0.0,242.0,203.0,0.0
5339354432,目黒区,35.621875,139.67968750000003,1261,712,402.0,74.0,67.0,41.0,712.0,351.0,315.0,25.0,122.0,583.0,0.0
5339354433,目黒区,35.623958333333334,139.67656250000002,1043,436,141.0,10.0,53.0,31.0,436.0,335.0,90.0,0.0,262.0,164.0,0.0
5339354434,目黒区,35.623958333333334,139.67968750000003,1295,745,417.0,106.0,70.0,43.0,738.0,371.0,331.0,0.0,187.0,531.0,0.0
5339354441,目黒区,35.621875,139.6828125,843,476,252.0,49.0,40.0,34.0,470.0,185.0,266.0,0.0,64.0,398.0,0.0
5339354442,目黒区,35.621875,139.68593750000002,825,385,130.0,13.0,33.0,45.0,378.0,223.0,146.0,0.0,82.0,292.0,3.0
5339354443,目黒区,35.623958333333334,139.6828125,1388,856,548.0,124.0,85.0,43.0,854.0,251.0,527.0,0.0,134.0,701.0,0.0
5339354444,目黒区,35.623958333333334,139.68593750000002,1043,570,299.0,73.0,50.0,55.0,564.0,259.0,251.0,0.0,90.0,465.0,147.0
5339354511,目黒区,35.61770833333333,139.6890625,1445,704,323.0,72.0,63.0,61.0,701.0,347.0,313.0,9.0,252.0,428.0,0.0
5339354512,目黒区,35.61770833333333,139.69218750000002,1663,808,378.0,74.0,95.0,63.0,804.0,457.0,309.0,0.0,327.0,458.0,0.0
5339354513,目黒区,35.619791666666664,139.6890625,844,367,117.0,8.0,43.0,52.0,367.0,291.0,61.0,0.0,96.0,269.0,0.0
5339354514,目黒区,35.619791666666664,139.69218750000002,1430,656,265.0,37.0,65.0,67.0,654.0,388.0,227.0,0.0,294.0,353.0,0.0
5339354521,目黒区,35.61770833333333,139.6953125,1492,864,502.0,108.0,109.0,52.0,860.0,304.0,510.0,0.0,262.0,587.0,0.0
5339354522,目黒区,35.61770833333333,139.6984375,1769,1055,627.0,168.0,126.0,39.0,1054.0,370.0,631.0,0.0,249.0,797.0,0.0
5339354523,目黒区,35.619791666666664,139.6953125,1891,1011,538.0,120.0,136.0,62.0,1008.0,437.0,508.0,18.0,388.0,611.0,0.0
5339354524,目黒区,35.619791666666664,139.6984375,1797,1003,564.0,103.0,120.0,65.0,999.0,412.0,538.0,0.0,325.0,651.0,0.0
5339354531,目黒区,35.621875,139.6890625,1656,757,276.0,39.0,81.0,78.0,752.0,437.0,244.0,39.0,179.0,571.0,0.0
5339354532,目黒区,35.621875,139.69218750000002,1665,787,337.0,45.0,85.0,84.0,785.0,446.0,286.0,0.0,250.0,525.0,0.0
5339354533,目黒区,35.623958333333334,139.6890625,1596,817,405.0,133.0,91.0,83.0,816.0,311.0,323.0,69.0,63.0,749.0,0.0
5339354534,目黒区,35.623958333333334,139.69218750000002,1814,955,489.0,65.0,123.0,61.0,953.0,343.0,431.0,144.0,175.0,776.0,0.0
5339354541,目黒区,35.621875,139.6953125,1564,784,372.0,80.0,100.0,52.0,783.0,373.0,351.0,19.0,328.0,447.0,0.0
5339354542,目黒区,35.621875,139.6984375,2043,1107,631.0,160.0,126.0,57.0,1103.0,383.0,620.0,10.0,349.0,735.0,0.0
5339354543,目黒区,35.623958333333334,139.6953125,1800,924,444.0,74.0,113.0,63.0,922.0,523.0,366.0,0.0,356.0,562.0,0.0
5339354544,目黒区,35.623958333333334,139.6984375,1673,855,406.0,80.0,95.0,63.0,851.0,437.0,382.0,0.0,268.0,575.0,0.0
5339354611,品川区,35.61770833333333,139.7015625,1841,1079,642.0,117.0,99.0,79.0,1077.0,287.0,722.0,0.0,262.0,814.0,0.0
5339354612,品川区,35.61770833333333,139.7046875,2227,1285,778.0,136.0,149.0,100.0,1282.0,457.0,734.0,0.0,240.0,1038.0,0.0
5339354613,目黒区,35.619791666666664,139.7015625,1947,1226,780.0,162.0,112.0,64.0,1209.0,467.0,675.0,0.0,254.0,935.0,0.0
5339354614,品川区,35.619791666666664,139.7046875,2830,1360,640.0,73.0,103.0,161.0,1359.0,857.0,442.0,0.0,77.0,1276.0,740.0
5339354621,品川区,35.61770833333333,139.7078125,2468,1406,814.0,137.0,147.0,97.0,1401.0,660.0,677.0,0.0,232.0,1160.0,0.0
