mesh_code,ward_ja,lat,lon,pop_total,hh_general,hh_single,hh_single_20s,hh_elderly_single,hh_with_under6,hh_in_housing,hh_owned,hh_private_rent,hh_public_rent,hh_detached,hh_apartment,hh_apt_15plus_bldg
5339255941,大田区,35.546875,139.7453125,1400,743,383.0,100.0,108.0,27.0,737.0,420.0,256.0,0.0,427.0,305.0,0.0
5339255942,大田区,35.546875,139.74843750000002,1438,778,427.0,122.0,108.0,30.0,776.0,405.0,320.0,0.0,400.0,372.0,0.0
5339255943,大田区,35.54895833333333,139.7453125,1459,926,658.0,208.0,106.0,26.0,908.0,285.0,495.0,31.0,228.0,675.0,0.0
5339255944,大田区,35.54895833333333,139.74843750000002,1472,889,552.0,107.0,185.0,33.0,885.0,236.0,375.0,192.0,175.0,709.0,0.0
5339256534,大田区,35.557291666666664,139.69218750000002,60,34,18.0,2.0,8.0,1.0,34.0,23.0,10.0,0.0,24.0,10.0,0.0
5339256543,大田区,35.557291666666664,139.6953125,499,215,82.0,7.0,16.0,6.0,215.0,130.0,80.0,0.0,68.0,147.0,0.0
5339256544,大田区,35.557291666666664,139.6984375,1063,479,293.0,92.0,34.0,28.0,476.0,218.0,133.0,0.0,30.0,445.0,0.0
5339256612,大田区,35.55104166666666,139.7046875,551,262,106.0,10.0,46.0,16.0,261.0,133.0,101.0,23.0,129.0,132.0,0.0
5339256614,大田区,35.553124999999994,139.7046875,929,435,178.0,21.0,60.0,33.0,432.0,280.0,138.0,0.0,218.0,208.0,0.0
5339256621,大田区,35.55104166666666,139.7078125,1385,754,408.0,97.0,109.0,46.0,749.0,373.0,305.0,0.0,345.0,400.0,0.0
5339256622,大田区,35.55104166666666,139.7109375,1314,721,398.0,62.0,127.0,34.0,719.0,287.0,394.0,0.0,287.0,429.0,0.0
5339256623,大田区,35.553124999999994,139.7078125,1698,828,381.0,43.0,113.0,55.0,828.0,444.0,350.0,0.0,391.0,431.0,0.0
5339256624,大田区,35.553124999999994,139.7109375,1494,773,371.0,38.0,147.0,38.0,765.0,388.0,263.0,92.0,257.0,503.0,0.0
5339256631,大田区,35.55520833333333,139.7015625,918,390,85.0,3.0,47.0,31.0,390.0,338.0,45.0,0.0,30.0,360.0,0.0
5339256632,大田区,35.55520833333333,139.7046875,2406,926,184.0,10.0,74.0,117.0,924.0,324.0,117.0,465.0,213.0,708.0,390.0
5339256633,大田区,35.557291666666664,139.7015625,1892,871,303.0,36.0,82.0,94.0,870.0,435.0,254.0,132.0,160.0,691.0,0.0
5339256634,大田区,35.557291666666664,139.7046875,1918,914,371.0,58.0,89.0,63.0,909.0,501.0,288.0,68.0,240.0,667.0,0.0
5339256641,大田区,35.55520833333333,139.7078125,1505,697,295.0,45.0,83.0,59.0,695.0,418.0,254.0,0.0,265.0,422.0,0.0
