mesh_code,ward_code,ward_ja,lat,lon,est_total,emp_total,est_retail,emp_retail,est_restaurant,emp_restaurant
533935403,13112,世田谷区,35.62291666666667,139.628125,153,1214,16,132,12,59
533935404,13112,世田谷区,35.62291666666667,139.634375,183,1861,22,229,5,49
533935411,13112,世田谷区,35.61875,139.640625,133,739,22,174,13,35
533935412,13112,世田谷区,35.61875,139.646875,51,286,7,32,0,0
533935413,13112,世田谷区,35.62291666666667,139.640625,47,1439,6,61,1,4
533935414,13112,世田谷区,35.62291666666667,139.646875,50,876,2,8,1,2
533935421,13112,世田谷区,35.61875,139.65312500000002,125,1225,26,312,6,9
533935422,13112,世田谷区,35.61875,139.659375,82,491,13,41,8,25
533935423,13112,世田谷区,35.62291666666667,139.65312500000002,104,596,23,135,16,187
533935424,13112,世田谷区,35.62291666666667,139.659375,97,968,8,114,8,310
533935431,13112,世田谷区,35.61875,139.665625,97,524,11,57,4,10
533935432,13110,目黒区,35.61875,139.671875,190,1447,44,269,18,86
533935433,13110,目黒区,35.62291666666667,139.665625,68,401,7,69,2,26
533935434,13110,目黒区,35.62291666666667,139.671875,73,546,7,38,5,11
533935441,13110,目黒区,35.61875,139.67812500000002,412,3751,58,559,55,778
533935442,13110,目黒区,35.61875,139.68437500000002,85,762,8,74,2,46
533935443,13110,目黒区,35.62291666666667,139.67812500000002,93,585,11,93,1,2
533935444,13110,目黒区,35.62291666666667,139.68437500000002,198,2375,38,1068,12,130
533935451,13110,目黒区,35.61875,139.690625,140,867,15,91,3,7
533935452,13110,目黒区,35.61875,139.696875,192,903,18,102,10,35
533935453,13110,目黒区,35.62291666666667,139.690625,133,910,12,111,10,80
533935454,13110,目黒区,35.62291666666667,139.696875,229,1419,42,290,12,33
533935461,13109,品川区,35.61875,139.703125,597,3935,139,1090,118,934
533935462,13109,品川区,35.61875,139.709375,267,1776,57,540,34,202
533935463,13109,品川区,35.62291666666667,139.703125,136,952,15,85,24,90
533935464,13109,品川区,35.62291666666667,139.709375,179,1585,14,69,13,43
533935471,13109,品川区,35.61875,139.71562500000002,265,5068,24,664,13,54
533935472,13109,品川区,35.61875,139.721875,191,1867,13,259,7,14
533935473,13109,品川区,35.62291666666667,139.71562500000002,306,4641,16,157,12,40
533935474,13109,品川区,35.62291666666667,139.721875,1164,23876,124,1527,139,1119
533935481,13109,品川区,35.61875,139.728125,675,36241,64,1576,93,1267
533935482,13109,品川区,35.61875,139.734375,228,14810,9,877,3,81
533935483,13109,品川区,35.62291666666667,139.728125,397,34867,24,627,33,393
533935484,13109,品川区,35.62291666666667,139.734375,227,11045,15,559,7,75
533935491,13109,品川区,35.61875,139.74062500000002,249,2990,37,213,40,170
533935492,13109,品川区,35.61875,139.74687500000002,135,3513,19,109,9,21
533935493,13109,品川区,35.62291666666667,139.74062500000002,311,8974,32,271,35,218
533935494,13109,品川区,35.62291666666667,139.74687500000002,249,13030,16,551,17,392
533935501,13112,世田谷区,35.62708333333333,139.628125,68,1864,14,702,4,132
533935502,13112,世田谷区,35.62708333333333,139.634375,585,10507,89,1256,79,777
533935503,13112,世田谷区,35.63125,139.628125,60,663,11,74,3,14
533935504,13112,世田谷区,35.63125,139.634375,130,1011,15,57,2,6
533935511,13112,世田谷区,35.62708333333333,139.640625,74,3392,8,80,5,253
533935512,13112,世田谷区,35.62708333333333,139.646875,105,1249,12,348,7,29
